code,label,subcategory,feedback,space
sa,Staff,Attitude Of Staff,I had a stroke a bleed on the brain. The Community Stroke team came and helped me. They were excellent very caring and did everything to help me get better.,29
ca,Care received,Activities,"1.) Used the kitchen to make a pasta meal (with Lola)  
2a.) Visited the group room for music appreciation (with Eileen)  
2b.) Pottery room for Art (with Rose)  
3.) 1 to 1 walk for relaxation (with Lola & Eileen)  
All the experiences were fantatsic and the relevant staff were helpful to show me that maybe someone cares.",60
ss,Staff,Staff: General,"I would like to thank Michelle & Hayley who have been on Thornton Ward on & off for the last 9 years and some occasions Snowdon Ward (Structured Days). I hope they have a good time on alternative wards and are still allowed to come to Thornton Ward on the odd occasion. They have done a lot of hard work and a lot of programmes on and off Thornton ward.  
Some of these taking place in REC area mixed in with Foxton patients doing groups. We will miss them in the near future.  
Good luck Michelle & Hayley on your new wards",103
ss,Staff,Staff: General,"I would like to thank Dan, Ash, Lorraine & John for the effort on the 3rd November. They shared a programme down the gym, this was 2 football matches. Leicester Vs Crystal Palace and Tottenham Vs Everton. This session was excellent, all female and male patients enjoyed every moment. I would like to thank the therapeutic services for there good effort and support for this programme.  
Thank you for the drinks and popcorn, and we had packed lunch down their also. I would like to make a request for this programme to be placed down at the gym to watch further football on Sky TV with your permission in the near future, Thank you very much.",116
ss,Staff,Staff: General,"What is the biggest difference the Weaning Group has made to you and your family?  
""Helped recap some things I knew, but also gave me new ideas""  
""Lorraine / Abbie lovely ladies, well delivered""",35
ss,Staff,Staff: General,We have been coming for this group (Bellamy) for last few years and it is brilliant. Staff as well as volunteers are kind and very good with kids. Lots of opportunities for play and develop skills,35
tc,Transition/coordination,Consistency/Continuity of care,"Well, after what i assumed would be a rather beneficial experience and a step toward rectifying some of my issues, i had my assessment via phone the other day. The email i received stated i would be with a specific therapist and again my assumption was that this was the person i would be building a rapport with. As a skeptic when it comes to this kind of treatment and being someone who is both very intelligent and very slow to trust, i decided to try and be as open as possible. It turned out that the hour long phone call was not enough to complete the full assessment so my assessment was spread over 2 phone calls. I felt reasonably hopeful after day 1 that things would progress nicely, and felt that my skepticism may have been misplaced. This was completely revoked by the second phone call. As it turns out, this person who i opened up to was not to be responsible for my continued therapy, merely an adviser. Things that had been mentioned in the first phone call, which i assumed had been noted, were completely forgotten, and the same monotone responses given as if it was the first time we had spoken all over again. I felt patronized, and as if i was speaking to a random call center. Not the responses i was hoping for when dealing with mental issues. After going through some very personal and distressing issues with what was now going to be a random stranger, i was further informed that i would be placed on a waiting list of at least a couple of months. Now, as someone who has been struggling for a substantial amount of time, and just now finally thinking ""i have to do something, Now"" this again was not what i was expecting. In short, what a joke of a service, what a shambles of a way of dealing with serious mental health concerns, and what a way to make someone already in a significantly fragile state feel considerably worse. I was asked during these calls if i was a danger to my self or others, while i may not have been before, if this is the type of treatment i can expect, i most assuredly am well on my way to being now.",386
cs,Care received,Advice and support,Tracy as helped a lot with my boy and taught me so much strategies how to cope with behaviour. Thank you so much.,22
ss,Staff,Staff: General,"Cannot thank Tracy enough for all her help with my mental health and making me feel I am a good mum and do a good job. Also Tracy has been brilliant with my boy and helping with ways to get his behaviour under control which I can't thank enough for.  
Brilliant in every way, helped our family with everything - doesn't get paid enough.",64
sp,Staff,Professionalism/Competence Of Staff,"My mother was in Lings Bar Forest Ward for eight weeks. She was looked after really well by all the staff. They got to know when she was suffering from UNIs and took regular samples to be tested so they didn't get any worse. We are really grateful for the care she had. I would also like to say thank you to Sue who works in Options Café. We visited most afternoons with my mother & she always went out of her way to make us welcome & also to reception staff at the front entrance.  
Thank you",98
cs,Care received,Advice and support,LtF are a great support. Help me with ADHD and organisation skills and I feel it is like company. Everything was good and fantastic.,23
cl,Care received,Made A Difference To My Life,The Family Support sessions have made a massive difference. &nbsp; By setting my son smaller targets instead of bigger targets has made a massive difference.,24
sp,Staff,Professionalism/Competence Of Staff,"I have had no end of trouble from the Stonebridge Centre. My first contact with them they gave me a months supply of sleeping tablets when I was suicidal. During my 1 review the consultant psychiatrist wouldn't question what they thought my diagnosis was and now they've discharged me without an official diagnosis. They wouldn't listen to what I was saying and was making up symptoms to fit Borderline/Emotionally Unstable Personality disorder. They wouldn't see my mood tracker (didn't even ask for it)  
And now, without an official diagnosis, I've been discharged. I 'm not getting the NICE guidelines rules for treatment. My GPs are annoyed and confused by they report as well.",113
ca,Care received,Activities,"Since coming to Creswell I have carried on doing the sessions I was doing in Acorn. I have started an extra session of world cooking. Since doing world cooking I tried different food which normally I would not have tried. I've come to enjoy doing this class and the teachers are real good at helping us and also explaining the dish and where it has come from.  
I am making a booklet full of the recipes for the future which I am doing in my IT class as well as a project on wild African animals. I have done a project on the Romans and I have found pixel art and enjoy in so much. I have created a picture of Barak Obama which was outside Creswell for Black History month. I am now making Johnny Cash. I have come to really enjoy pixel art, it relaxes me",148
ca,Care received,Activities,I really enjoy the cookery group. We make all sorts of foreign dishes as well as English. I can certainly say I have enjoyed everything we have cooked. Obviously I have favourites but I suppose everyone who cooks does. The staff who run the cookery sessions are very friendly and I get on really well with the. I would recommend this group to any patient who is thinking of doing it.,70
ce,Care received,Emotional care,"I feel much happier these days and it is all thanks to IRIS Team, I am so grateful to everyone in the team.",22
cs,Care received,Advice and support,"My experience is that CAMHS has failed to support their patient and constantly fail to listen to concerns and seem to make up events to distract attention from the poor clinical support offered. NICE guidelines are not followed and young persons under there care are put under pressure to try and get them to make up stories.  
Counsellors, I feel are unprofessional and even male counsellor felt it off putting talking to a yong person in need of crisis support when they had phoned from the bathroom for privacy. I felt the counsellor was inappropriate with their comments.  
I feel that for 3 years, a young person in need of post trauma support has been neglected, subject to bullying behaviour and told they do not have a mental health illness. Counselling support has been ad-hoc and not consistent and overall diagnosis has been refused with misleading verbal comments never followed up with the GP. Overall, do not recommend any young person to the CAMHS -my view is that they are a disgrace to the NHS.  
  
",180
ce,Care received,Emotional care,Helped me with my child's behaviour it is more manageable. Also supports my sons emotional wellbeing.,15
sa,Staff,Attitude Of Staff,"Excellent professional service, very friendly and extremely helpful.  
We have really enjoyed Lauren's visits and wish she could continue and as a result we enjoy playing more and it has definitely helped with my son's speech",36
cs,Care received,Advice and support,"Client: It was all very good - the help was really really good. It helped me with my spelling and reading and helped me back to work.  
Carer: I've got nothing but admiration for everything that's been done for him. It's wonderful and it would be nice if everyone who has a stroke can benefit as he has.",58
cs,Care received,Advice and support,"All useful, increased in confidence since last time. Meal planner was helpful, and learning the signs of being ready.  
The group was really good, please I came. You are so welcoming & I told everyone how helpful you were. I said to friends ask Sandra at Titchfield & Oakham, she's lovely!",51
cs,Care received,Advice and support,"It helped with the tips for behaviour. Kath gave me tips to do, activities with Abraham to give him the attention he needs, eg. painting with mummy. If I have problems in the future I would consider a 123 magic parent programme.  
My life was so hectic I felt it was too much at the time, however it has given me more confidence to deal with his negative behaviour.",69
cc,Care received,Care received,"Today, my oldest son, who has a development delay, had shown both me and dad skills that we didn't know he could do, eg. climbing and using a large slide appropriately, and also played with a magnifying glass.  
We really enjoyed this session and would love to come again.",49
ca,Care received,Activities,"All three of my children have helped prepare foods, touching, feeling and tasting them even if they don't like the taste. One of my daughters has socialised better, the other is exploring new adventures and my son has tried doing things out of his comfort zone.  
The staff are amazing and have supported me and my family loads. Keep it up.",61
cc,Care received,Care received,"The sessions are great, my children love coming. They have also tried new foods/drinks, whereas normally they wouldn't. My son loves Holiday Hub and he's always excited to come. It's nice for the whole family to be involved with activities and playing, etc.",42
cs,Care received,Advice and support,"Sleep diaries helped a lot to identify my daughter's sleep patterns. We have now stopped rocking her to sleep, she now self-settles and things have improved now we have stopped rocking. We have arranged to be flexible around shift patterns to be able to attend the sleep appointments. I also know how to self-refer if any further support is required.  
We both appreciate Ann's support and advice, and taken it all on board which has been successful. We would like to thank Ann and the services that help. I feel confident that I can contact Ann if I need any support in the future.",104
cs,Care received,Advice and support,"I understand that speaking slowly is a big benefit for children, and waiting a bit longer for a response is very helpful.  
Mark was very nice and my son could not wait for him to come.",36
cs,Care received,Advice and support,"My son isn't so frustrated trying to communicate. I can meet his needs better and we are learning together how to talk.  
Fantastic help and support received, very grateful to Sarah.",31
cs,Care received,Advice and support,"Good support to get Phoebe into nursery, support to manage Phoebe's behaviour and potty training tips.  
To have someone to listen to my other problems and support me as well as the programme for potty training and behaviour.",38
cs,Care received,Advice and support,"I am more able to help my son feel safe emotionally when out and he's having less meltdowns. He's smiling at football more and speaks to the coach.  
I've learned to tell him what's happening which lessens his anxiety.",39
sa,Staff,Attitude Of Staff,"I feel the Stonebridge Centre Nottingham is not fit for purpose and as a client I would be better off, if I was referred back to my GP.  
The Stonebridge is meant to provide specialist mental health advice and treatment to those people which a GP has found first line treatments been ineffective. As somebody under their care having been referred by my GP, I would expect some sort of safety net there to help or at least try to help when at my lowest point.  
I have been led to believe the duty officer is my point of contact if you are having unmanageable difficulties. I tried this about a week ago and all I got for my efforts was somebody shouting down the phone demanding I tell them what I wanted.  
I know Stonebridge is understaffed and underfunded but humanity and kindness costs nothing.",148
cl,Care received,Made A Difference To My Life,"Gave me lots more confidence and I feel I can achieve anything. Highly recommended, very fulfilling and came well above expectations.  
Brilliant support always offered. Very welcomed by tutor and other learners. Built up a great bond with all involved. Gave me lots more confidence to speak out as a group and work with others.",55
ss,Staff,Staff: General,Family support worker Stephanie was Very helpful and supportive in managing my son's behaviour,13
cf,Care received,Carer support,"Since my son was in the wells road centre this lady Shequila, a social worker, was constantly always helping me and informing me regularly about my son's treatments, health and planned treatment. I could always ask for help, had a phone number that I could always call and everything as explained exactly to me. Always in warm and sincere words, she never let me worry and always kept her word that she would call back. I could always count on her help and never refused at all costs. Very good and obliging, doing her work whatever the call and loves to help for people. Regardless of origin or other, helpful to the patient, family and anybody. Social worker is patient, diligent and dedicated to her work. I could always talk to her when there was a problem and when it was better. Thank you so much. It was lovely working with this lady and I wish her all the best too.",160
cs,Care received,Advice and support,Very helpful and constructive sessions. Just the right amount of time. My child learned a lot and loved the group and looked forward to going.,24
cs,Care received,Advice and support,Little Talkers was a nice and useful set of sessions to aid my understanding and help me be better equipped to aid my children's language development. Friendly staff and session wasn't ever over run so very beneficial.,36
sp,Staff,Professionalism/Competence Of Staff,"Louise and Mary have both been brilliant with my little girl, she's enjoyed the Little Talkers program. It's made a big difference to her. She has learnt to share with others and be paitcent whilw waiting. She's also more confident with doing and saying things out loud. Thank you.",48
cp,Care received,Physical care,"I had my stroke 6 weeks after I had an operation on a fractured femur, I couldn't believe that 2 things had happened to me in such a short time. When I got home from hospital I had got some use in my arm but walking was difficult, my confidence had hit rock bottom. Then the stroke team arrived and the help and encouragement they gave me was amazing. I got physiotherapy and exercises to get my arm and leg working again. They gave me the confidence to catch a bus on my own. I can't thank them enough for their care.",101
ss,Staff,Staff: General,"I was referred to the crisis team by my psychiatrist. Every practitioner I saw from the tram was fantastic, especially the peer support worker who I felt really understood me and my difficulties. &nbsp;",33
cc,Care received,Care received,"The whole team, ward and each of them did a lot for my son and for me too. They took care of my son, cured him of serious condition, led him to a positive thinking and a better way. There they were by his side all of the time and always I knew that my son is safe. I could always call them and talk to them about my son condition, behaviour or any other things also if there was a problem to. Always I could talk to my son at any time by phone on the day and visit too. It was nice to see that my son was working with a doctor, nurses and social workers. He was certainly safe and grateful too. I meet wonderful and obliging people. I am grateful for Thurland Team wards my sons doctors, nurses and social workers and Trent team ward too. Thank you so much.",153
cs,Care received,Advice and support,"We love Surestart!  
Lovely family vibe.  
Very helpful, supportive.  
We come to baby group every week.  
Our boy loves playing, doing activities and watching the other children play.  
I also did baby massage, and weaning, which I don't know what I would have done without the help, knowledge and support, with being a first time mum.  
Thank you �",64
ca,Care received,Activities,"Myself and my granddaughter come to Sure Start Play and Stay on a Monday morning. There is always lots of different activities each week which keep all the young children busy. Paula is always very attentive with both children and adults.  
We both enjoy it very much.  
Pity there is only one session a week.  
Excellent play group.  
Very popular.",63
ca,Care received,Activities,"We absolutely love coming along to Monday Stay and Play. There are different activities every week and my 2 year old loves it. Paula is fantastic with all of the little ones and we look forward to being greeted by her happy smiley face.  
I also bring my twin 5 year olds during half term where I know all 3 of my children can enjoy messy play and are safe and happy.  
A wonderful place for children �",79
sa,Staff,Attitude Of Staff,"Sure Start Play & Stay is a fantastic Play group, the staff is very very helpful and so polite. I have been coming here for a long time now, and my grandsons has loved it.  
They have learnt to play with others and share. You could not wish for a better play group, run by lovely polite staff, Paula is absolutely brilliant with children and parents, � all the staff is, it is a very friendly group �  
Excellent!",80
cl,Care received,Made A Difference To My Life,"I came to weigh my newborn baby. A family support worker approached me and asked if I knew about the courses that the children do. I came to Solihull the next day &amp; I have absolutely loved it! My children have been attending Creche and they have come on leaps and bounds with development. I have found every week so interesting, easy to talk to course leaders, with other parents too. I have learnt all the stages of parenting and what sort of parent I am. How my behaviours impact my children and vice versa also how to contain and repair. I would recommend to any parent to join the course and stick it out. Its very educational. I didn't want it to end!",123
ds,Dignity,Feeling safe including bullying,"Even though I suffer with Solicing because I have anxiety, I felt safe and calm in the Solihull course and liked that you can say how your feeling without feeling judged. My son has enjoyed Now I am 1 and Creche was Fun and also gave me a little break to be myself. The staff are all lovely and very helpful and love coming down to chat and learn new things",70
sa,Staff,Attitude Of Staff,"• Amazing staff in creche  
Helpful, Kind, caring.  
• Wouldn't have attended if didn't have the childcare  
• Steph + Fiona did a fab job at delivering the course. Easy to speak to, caring + kind  
• The course makes you look at things from different angles that you wouldn't normally  
• Helped change things at home for the better.",64
cs,Care received,Advice and support,Thank you for having us and helping us with relaxing and sleep.,11
mi,Communication,Amount/clarity of information,"I highly recommend this course, it is very informative and helpful. Fiona is very friendly and makes you feel comfortable and confident. Its a great way to meet new Mums too.",30
ct,Care received,Therapies,"Baby massage was brilliant, I looked forward to it every week.",10
cc,Care received,Care received,"I had a health care visitor come to visit me at my home when I was 37 weeks pregnant. I found the visit to be very intrusive and a lot of personal and unnecessary questions asked that made me feel uncomfortable, e.g. Do you know who your child might look like? Does it make you reflect on your own childhood? What kind of parents will you be?  
These are questions I'd expect a qualified therapist that I decided to visit to ask - not a health care worker. I expected the visit to be more about providing me with information, e.g safety precautions, baby groups I could attend etc.",109
cl,Care received,Made A Difference To My Life,"I attended the Wellcome Group in Notts MBT Service (mandala Centre).  
Through the group I feel I have a better understanding of personality disorders and a better understanding of who I am. It has given me great ways of coping in the future.  
I found the group helpful and my experience of the group facilitators was good; they were amazing staff who were helpful, understanding and supportive.  
Thank you for all your help.",75
ca,Care received,Activities,"The children have really enjoyed the experience and learnt new skills such as, looking for items outside, making birdfeeders, magic wands and sticking and painting with natural materials. &nbsp; They have learnt to sit and take turns and listen to instructions and help their friends. They have developed their speech and enjoyed the story at the end of the session.",59
sa,Staff,Attitude Of Staff,Excellent service very professional and helpful we had to wait three hours but the staff were&nbsp; very friendly and helpful&nbsp; my husband needed antibiotics for an abscess and although&nbsp; the staff very busy&nbsp; as soon as it was our turn we got their full attention and professional advice. &nbsp; Thank you so much for all your help. You all work so hard and do not get the credit you deserve we are very grateful that this service&nbsp; was avaliable on a weekend when our regular dentist was closed&nbsp; as my husband needed antibiotics and is no longer in servers pain thanks to the great work you all do. Mrs s.,109
mi,Communication,Amount/clarity of information,"I attended the Notts MBT Service Family & Friends event at the Mandala Centre.  
I found the session helped increase my understanding of the service and of personality difficulties. The session was useful and interesting and it supported me in coping better with my family members difficulties.  
I would have liked to have space to think about and share suggestions on how we can support our family member deal with everyday life and to be independent.",77
ct,Care received,Therapies,"I have recently finished the MBTi group. I feel a bit more understanding of anxiety and depression. I found it helped listening to others as I don’t feel alone in my thoughts as I know others have similar feelings (I don’t feel the odd one out).  
I struggled with the chairs being changed (made into a circle for one or 2 sessions) as I struggle with change and wasn’t expecting this to happen. I also found it hard when people were late/didn’t turn up as I ended up repeating myself.  
I liked the facilitators but was left a little confused when there were opposite answers given.",107
ct,Care received,Therapies,"I recently completed the 12 week MBTi group at the Mandalacentre.  
I found the sessions tackled some hard topics which I had personally ignored in the past. I formed some healthy attachments and was able to think about having helpful therapy relationships.  
I did find that some of the sessions were too simple and I felt I zoned out/like it wouldn’t help. I think some of the sessions could be ordered differently and having no role play on session one may be helpful to change.  
My experience of the facilitators has all been good. I thought the smaller group break offs were well facilitated.  
I’ve found the sessions/group helpful",112
cr,Care received,Rules/approach to care,"I found the sessions were really structured and were relevant to me. It was good to go through to the end with other peers and get to know them better.  
I feel I really benefited from my 1:1 sessions. The group facilitators were great – really reassuring and calm. I felt validated and respected.  
I would have liked to have explored/focussed on BDP more in session7. I didn’t like the role play (even though I didn’t do any). I would have liked to have been able to bring hot drinks into the group too.  
I feel really grateful to have been given a second opportunity to do MBTi and the group therapy next year.  
",118
ce,Care received,Emotional care,"The group made me feel more normal! I had a sense that I’m not alone. The sessions have really helped. I liked the group facilitators very much.  
I did find that the group was too large to start with and it felt that some group members were difficult to relate to/not able to relate to me. I also think it would have ben helpful if my individual worker was in more of the group sessions.  
It would be nice if there were refreshments/biscuits provided.  
I am not sure yet if I’m going to be offered therapy, and I am wondering what’s next.",104
ss,Staff,Staff: General,"I found the facilitators were good at guiding sessions, I thought they were brilliant.  
The topics were good/relevant but I think the session order would benefit from being reviewed (and the wording of the booklets).  
I did find the earlier sessions difficult when there were larger group numbers.",49
cs,Care received,Advice and support,"The Family Support team have been really helpful! They have done everything and more! When we lived in a cramped living space, Jo (Support Worker) helped us get in contact with a local Councillor to try and help us. Also with the help of the Family Support Team, I am now more confident to go to play groups with the twins, which I never thought I'd go to!  
Thank you for all your support! I can't thank you enough! x",80
ce,Care received,Emotional care,"I have learnt to stop and think about how my feelings effect my child.  
The course has helped me control my own emotions as well as my child's emotions.  
The course has shown me that my child's emotions can sometimes be a way of expressing certain feeling that they may not understand their self.  
I feel having Steph and Fiona helped due to the fact they are so caring and easy to talk to, they are bubbly and listen to what you have to say and make it fun.  
",93
ce,Care received,Emotional care,"I have recently completed the 12 weeks MBTi group at the Mandala Centre.  
I found it helpful as it helped to explain everything through during each session. The handouts helped me to remember what we did in the group. Although it was hard in some places I have actually enjoyed my time here and have found it really helpful and useful. I feel I understand my mental health problems a bit better.  
The group facilitators were all really helpful and took time to explain everything.  
I did think there were too many people in the group to begin with which was quite intimidating. Also, maybe beverages would be nice.",111
sa,Staff,Attitude Of Staff,"All the ladies at Bellamy Sure start provide nothing but love, advice and care. &nbsp; We would be lost without this centre. Thank you to all the workers here for all the support you have provided over the years for my two little girls. &nbsp; You ladies are amazing.",48
sa,Staff,Attitude Of Staff,"Surestart playgroup is great, lovely staff, friendly and a nice place to meet up.",13
mm,Communication,Communication,I self referred to let’s talk well-being. The whole process was a disgrace. Constant chasing on my part for updates and developments without promised responses. No empathy or concern when I raised my complaints. For a service designed around mental health the treatment was a disgrace.,45
ca,Care received,Activities,"This is a story on behalf of my brother who's on hambleton ward on the 4th of december 2019 he attended a PD Oscar's event he was nominated for 2 which he was very grateful for and it was very thoughtful from the people that put him in. He did win 1 and he was gutted that he didn't win the other one he said it was a lovely evening with good company they had food and drinks and it was a very special night.  
I would like to thank the occupational therapists and would like to thank the managers and the crb staff for the planning and presentation. I'm sure next years will be just as good but hopefully he will be in a medium secure on the way home to his bigger picture with the people he loves and cares about. All take care and thankyou very much.",150
cl,Care received,Made A Difference To My Life,"My god-daughter was in such a bad state. I was really worried for her. After being voluntary admitted to Highbury Hospital, it was suggested to her to come to The Recovery College. I advised her to try it and she has really enjoyed the various courses. I have noticed such a change in her - from rock bottom to positive, healthy and happy.  
She is addressing her problems, and although things are still difficult for her, she knows that everything will improve. This Recovery College has empowered her, and she has made many friends. In fact, she has come so far, she helps others in similar circumstances.  
I am so proud of her and THANK YOU SO MUCH. YOU HAVE MADE SUCH A POSITIVE DIFFERENCE",126
ce,Care received,Emotional care,"Gets you out of the house, helps you to meet people.  
Learn about yourself.  Help if you want to.  
Marcus, Ian and Robyn helped me a lot.",29
ct,Care received,Therapies,"I suffered Mental Health, I joined the Recovery College , I am now myself again.
",14
wa,Access,Time spent waiting for first appt/referral/service,"We was referred to home talk through our sons preschool, we had a quick response from home talk and started our course. Hazel was our home talk worker and she was absolutely brilliant she gave us some great advice and tips about how to get our son talking and helping us with his interaction. she made us feel very comfortable and helped both me, my partner and our older son on how we could do things to encourage our sons speech. I would highly recommend home talk and Hazel we were very sad when she had to leave us but are so grateful for all her help and the changes in our son are brilliant, we still have a way to go but even our family and friends have noticed the changes in our son and how much he has come on since having home talk.",145
aa,Access,General,"After some bad experiences with mental health service providers in the past, I was encouraged to see a new referral form at my new doctors surgery. However, after sending in the form, I got a call from the provider to say that they do not cover my area. It seems the GP Surgery shouldn't have had those forms out at all and I feel incredibly let down. My local area of Nottinghamshire used to have 3 separate mental health providers. In the past 4 years, this has gone down to 1. The only service left is one I had a bad experience with and I don't want to have to go back to them. I feel let down and without options.",120
cs,Care received,Advice and support,"I cannot thank Sandra enough at the 1-1 family support outreach for all the support she has given me and my family.  
We put action plans in place and addressed them quickly and they took effect quicker than expected. Sandra supported me and treated me with lots of respect.  
One thing I am proud of is we made my biggest target to get my son to try at least one different food.",73
ct,Care received,Therapies,"It's been amazing I enjoy being a mum more, then going to nursery helps  
Using 123 has helped at home. Having someone to listen & care about me. I was anxious about reactions to immunisations but having my worker there really helped.",42
ss,Staff,Staff: General,"I would like to write about the Carer's day to tell you how it was more improved this year. I thought that all the acts that were singing and dancing were excellent. I have been to 17 carer's days, which is twice a year, and it gets better each year. The organisation from the staff was highly recommended, as they do well every year.  
Thank you for reading this.",69
sa,Staff,Attitude Of Staff,"We love Sure Start Bellamy and Ravensdale.  
Such lovely people. Very friendly and caring. They are creating a very nice and lovely atmosphere so kids can feel very welcome.  
They are also for those who need help of any kind when it comes to family's relationships (mother-child, mother-partner) etc. kids can benefit a lot from places like that. They are learning about social skills, how to share, how to play nicely and how to communicate.  
Would recommend to everybody!!!",81
sa,Staff,Attitude Of Staff,"Wow!  
What a lovely morning with Santa.  
I visit the other Centres regularly but this group was more welcoming & helpful than those!  
I had a question on feeding my month old - which was answered/reassuring.  
Thanks & have a lovely Xmas!  
xxx",47
ce,Care received,Emotional care,"Before the Liaison and Diversion Team through the Nottinghamshire Healthcare got in touch with me I was alone, isolated, vulnerable and disconnected from my family and friends. I was also homeless and suffering from anxiety and depression having just been discharged from hospital. My first appointment with them was difficult at first but they soon made me feel comfortable and I didn't feel I was alone anymore. They helped me to register at a local GP surgery as I had stopped taking my medication from when I was in hospital and I didn't know where to go at that time. They also helped me through my time in court and my appointments with probation and helping me find suitable and settled accommodation. Having this support made me feel good about myself again and gave me the confidence to move on in my life and build new relationships and social activities through gaining volunteer work. There was nothing that could have been better with the service everyone was so helpful and gave me more understanding about my mental health.",177
sa,Staff,Attitude Of Staff,"Opening doors with confidence.  
It has been nice going somewhere people understand how you feel. My confidence has been ruined since nearly died of sepsis this year. Its been nice learning new things making new friends a look forward to group every week. All the new staff are great and very helpful.",52
ce,Care received,Emotional care,"I have attended the confidence building course, I have found this course really eye opening. It has helped me to see things more positive. We talked about what our expectations were and what we wanted to get out of the course.  
I really enjoyed thinking about all the things that I am good at and all the jobs I do. and I'm not just a mum I have loved the different strategies we have learn to deal with how when we see things negatively, how to turn that into a positive.  
For example: childs party, how to get there and what to buy and will the other children be ok to pre buy gifts pre book transport, ring place and find out about other children so then I can enjoy the party instead of worrying about it. I have also found the breathing techniques really useful.",147
ct,Care received,Therapies,"I have attended the confidence building course at Ravensdale Childrens Centre. I have thoroughly enjoyed the course, it was well presented by the tutors. The course moved along well and covered many interesting topics, I especially enjoyed learning about body image, being a 'people pleaser' and I found learning about the brain and how it affects our emotions - fascinating.  
I found the breathing strategy very, very useful and I use it at least once a day.  
I would recommend this 'Opening Doors With Confidence' course to anyone but especially people with young children who can feel lacking in confidence.",101
ce,Care received,Emotional care,"I've really enjoyed the course learning about how we look & putting ourselves first instead of pleasing anyone else. Tracy has been lovely & helped me understand that it doesn't matter what people think of you as long as you feel ok about yourself. She has helped me become more confident & stopped me people pleasing everyone. Since having a c section my confidence has dropped with the scar & having weight which Tracy as said there nothing wrong with how I look  
Big thankyou to Tracy for making me feel welcome x",93
cs,Care received,Advice and support,"I completed the year-long MBT Therapy group at the Mandala Centre.  
I found it helpful as I was able to discuss issues that arose for week to week, in a supportive and validating environment. It was useful to recognise where I had lost my mentalizing and to receive suggestions on how to manage situations better in the future. It also helped me by being prompted to share my struggles, especially ones I would not normally discuss, as it helped me to confront issues I would have otherwise potentially ignored.  
I feel the therapy has impacted on my daily life in that I am better at mentalizing, maintaining relationships, better and managing grief. I am currently not self-harming and I’ve reduced my alcohol consumption to a more healthy/helpful level. I find I can walk away and hold my tongue better when dealing with difficult and testing people.  
I found the facilitators very caring, understanding and validating, with great insight and knowledge and it was an absolute pleasure to work in my issues alongside them with their unwavering support. They made me feel listened to and they inspired self-belief in myself. Thank you tremendously Lucy & Tom.",197
cl,Care received,Made A Difference To My Life,"I have had a really nice time. This opening doors course has given me more confidence in lots of ways.  
I have enjoyed it.  
Thank you Tracey!",28
cl,Care received,Made A Difference To My Life,"It has empowered me to make big changes in my life for the better and equipped me with the life long skills to enhance and maintain my wellbeing.  
I have learnt so much about myself and others and was able to do this as I felt safe due to staff, students and environment. It works so well as Helen (manager, always visible) and her team live The Recovery Model – there is no hierarchy, we all feel equal. The team’s enthusiasm, motivation, compassion, teaching skills, authenticity and hard work inspire hope, opportunity and control in all fortunate enough to attend here.  
I just wish it was accessible to all those suffering mental health problems in primary care – and there are many who would benefit hugely to empower them to live life to their full potential.",137
cl,Care received,Made A Difference To My Life,"Sleep tight has helped us sort our our son's sleep pattern.  
Before coming for the course, our son barely slept through the night and always woke up to sing and play at around 1am-2am.  
During sleep tight, we've learned about sleep cycle, how to settle a child and also how to help them stay in bed when they wake up during the night.  
Sleep tight is a great programme that has allowed parents to share information and discuss how to address issues and methods to use to solve problems.  
Emma and Cilla have been a great help and very encouraging.  
Thank you",106
ce,Care received,Emotional care,"I was struggling a lot with my sons sleeping, as he woke up every night 3 to 4 times for milk or just woke up and starts crying and needs me to pick him up. I feel so exhausted the next day, had no full night sleep since he was born. Then I decided to attend the sleeping programme. I came to know about this programme at Sure Start as I attend the stay and play class every week. I start coming to this programme with Emma & Cilla running it and I can say this is the best programme I have attended and right decision I have made. I get the chance to speak about all the issues I am going through with my sons sleeping, discuss it with other parents, listen to their opinions and issues and have learned so many new things of what I can do and what could be changed with the sleeping routine and even the daytime routine. I have made these changes to his sleeping routine and I can say now he's asleep by 10:00 pm, latest 10:30 pm every night. Its late but it is good for my family routine as his dad comes home after 9 pm and he wants to see him before he goes to sleep. So, I am more confident emotionally, and mentally. All thanks to Emma and Cilla and all the parents for all the help and support.  
Thank you xx",244
ct,Care received,Therapies,"OT is SO important.  
It keeps the mind ticking over.  
Just what we need!",15
sa,Staff,Attitude Of Staff,"Thank you for your unfailing kindness to my husband, both from the staff involved in the cognitive behaviour sessions and the staff who transported him to and from the sessions. They were most helpful.  
My husband benefited and enjoyed the stimulation of the sessions and more importantly being out of his home. It has improved his confidence and his cognitive ability.  
Once again many thanks",66
