,code,label,subcategory,feedback,space,sentiment_score,sentiment tag,Human eva
7476,sa,Staff,Attitude Of Staff,Staff were very helpful polite and caring,6,0.7425,pos,pos
4221,sa,Staff,Attitude Of Staff,It would help to have XXXXs and phone numbers so patients are not confused when someone comes - please leave a card.  One nurse was exceptional in her compassion and care.,31,0.8993,pos,pos
5856,sa,Staff,Attitude Of Staff,"XXXX was absolutely lovely, she cares not only about her job but the children she sees. My daughter was sad when the sessions came to an end. Thank you XXXX, you were amazing. This is an invaluable service and nothing could be done better",43,0.9158,pos,pos
3278,ds,Dignity,Feeling safe including bullying,"From day 1 excellent communIcatIon wIthIn all departments at the Agnes UnIt. A Good level of understandIng of patIent's needs. Well traIned staff and easy contactable. We know patIent Is safe and secure In current settIng, away from any kInd of harm or abuse.",43,0.802,pos,pos
9724,xn,Couldn't be improved,Nothing to improve,Nothing everyone was perfect,3,-0.4585,neg,pos
10224,eq,Environment/ facilities,Facilities/equipment,"To be honest there was nothing, except the tv which is so high priced its on par with stealing.",18,-0.1027,neg,neg
3795,cs,Care received,Advice and support,Informed by son of patient that patient had passed away at general hospital.  Son wanted to thank all staff for the care and support of his mother and family members.,30,0.8126,pos,pos
4164,tx,Transition/coordination,Transition And Discharge,"All was Good except when dIschargIng, I haven't been told how I could refer myself back If I struggle.",18,0.1531,pos,pos
7190,sa,Staff,Attitude Of Staff,Nurses and staff are all friendly,5,0.4939,pos,pos
4116,xn,Couldn't be improved,Nothing to improve,NothIng more could have been done for me,7,0,neu,neu
5995,sa,Staff,Attitude Of Staff,All staff from doctors to cleaners very friendly and kind,9,0.7996,pos,pos
3516,cp,Care received,Physical care,"I cannot fault the care the nurse gave me. I was in a lot of paIn before I saw her and she sorted me out, I cannot thank your servIce enough.  Thank you so much
",35,-0.5073,neg,pos
9284,xn,Couldn't be improved,Nothing to improve,Nothing,0,0,neu,neu
4094,xn,Couldn't be improved,Nothing to improve,NothIng  thank-you XXXX,3,0,neu,pos
2612,xn,Miscellaneous,Nothing to improve,Not a lot. ,3,0,neu,neu
7436,sa,Staff,Attitude Of Staff,Staff were all very helpful and caring,6,0.762,pos,pos
156,xn,Couldn't be improved,Nothing to improve,Not much. ,2,0,neu,neu
7840,sp,Staff,Professionalism/Competence Of Staff,Very professional and it does what it says on the tin.,10,0,neu,pos
6435,xe,Miscellaneous,Everything was good/bad,Everything was great the team really helped me to feel positive,10,0.8271,pos,pos
3928,ss,Staff,Staff: General,"Lovely people all throughout process.  Quick appointment times, very through meeting, helpful, kind, informative.",14,0.8824,pos,pos
2967,cc,Care received,Care received,E receIve excellent servIce.,3,0.5719,pos,pos
733,mi,Communication,Amount/clarity of information,"My relative would be told they would get a phone call on several occasions, and often didn't. Even though they don't work, it increased their anxiety waiting in all day for calls that never came. If you say you will call then please do. They found it hard to keep up with conversations, when they did receive contact as plans changed throughout the call.  Make sure patients understand what has been discussed, rather than bombard them with plans and information.",80,0.1744,pos,neg
732,tc,Transition/coordination,Consistency/Continuity of care,"Regular staff. 
Regular Doctor. 
Staff not trusting me and make me wait for longer too get things back.",17,-0.3089,neg,neg
4584,cc,Care received,Care received,"Patient is very happy with the Community Nursing Team , thinks they are all doing a wonderful job.  Also attends the leg clinic – being cared for at home presently due to Covid virus. Has difficulty in getting to see his GP as there is always a waiting list.",49,0.8439,pos,pos
4400,ap,Access,Provision of services,More physio and longer physio time.  Meals were very good and presentation good.,13,0.7496,pos,pos
11747,ca,Care received,Activities,If I can would like to thank Richard and for the snake man for organising the programme with the lizards and snakes which was a very good experience and I would like to say it was so good it should happen again or you could have similar to the farm where the animals came in and we could add something different. &nbsp; I would to like to say thank you very much everyone involved.,73,0.9508,pos,pos
6166,ss,Staff,Staff: General,Because the staff took good care of me and were very nice to me and when my grandad asked for more food you sed yes and it made him very happy and I loved the ham sandwiches. The staff were extremely friendly and gave me amazing activities to do and I was bored  ( I give them 5 stars ),60,0.9782,pos,pos
5614,eq,Environment/ facilities,Facilities/equipment,Very pleased with all aids that have been put in place. Adaptations have been very helpful.,15,0.742,pos,pos
4281,cc,Care received,Care received,Good ward & good staff.  My only complaInt Is the noIse at nIght and fIrst thIng In a mornIng other than that nIce stay.,24,0.7506,pos,pos
12,xn,Couldn't be improved,Nothing to improve,Nothing the care was brilliant,4,0.2896,pos,pos
3452,cc,Care received,Care received,"Help was always avaIlable when needed.  The team constantly call to see If you have enough stock and If you need any help, someone Is always there to provIde the help.",31,0.7964,pos,pos
3313,cc,Care received,Care received,Good care.,1,0.7269,pos,pos
10501,mi,Communication,Amount/clarity of information,"It was very informative and I learned a lot about my treatment. The doctor told me in a way that I understood. I now know a lot about my illness.  
The nurses were very good and the patient with me and helped me a lot.",45,0.1263,pos,pos
9810,xn,Couldn't be improved,Nothing to improve,Nothing the stay was perfect,4,0.5719,pos,pos
1495,mi,Communication,Amount/clarity of information,The information I received on various exercise to help with my recovery was excellent. ,14,0.7506,pos,pos
11975,ca,Care received,Activities,"Things we enjoyed - Playing with the kitchen, cooking pasta bolognese bake , playing in the park  & chopping the fruit and veg",23,0.7096,pos,pos
11266,sa,Staff,Attitude Of Staff,"The staff are knowledgeable and approachable. The baby massage program was brilliant and knowing which points during massage will help with teething, congestion and other sinues.",25,0.7579,pos,pos
12052,sp,Staff,Professionalism/Competence Of Staff,"What can I say!!  
I was at my wits end and then the IRIS team (Trevor) came and rescued the situation. I can't thank Trevor enough, he took control of everything, he couldn't have done more. I think that my husband would have died that day but for Trevor calming him down, he was hyperventilating, he was also calming me down.  
A big thank you, your team do a grand job.",72,0.8428,pos,pos
11181,ap,Access,Provision of services,"I was refused a service. I was given no credible reason for this decision, despite asking for this on several occasions. The staff concerned made sweeping statements that bore no relevance to the nature of the assessment process and what was discussed, and was almost wholly inaccurate.
The staff member ""kindly"" offered that I could see another staff member , as though this was supposed to offer me an untainted assessment process, devoid of any infringement on my assessment process above that of the need for staff to ""get on"" (hardly credible).
The staff member fed back to me about some elements of the conversation during the assessment process that she felt deemed me unsuitable for their service, whilst having asked me about these issues in the first place!!,
I also felt that she made a comment that she had neither the information nor knowledge upon which to make such a judgement that, for someone less sure of their footing, could have undermined all the pain and heartache that had been involved to come to terms with what I had already resolved in my own mind. I found this arrogant as well as totally devoid of professional care nor responsibility; and totally disrespectful to me and the process I have had to go through in order to rebuild something of a life for myself.
I suspect the staff member has never had to struggle in such a way, hence her ability to dismiss this with such ease and lack of integrity.
The staff member even asserted that she could not work with people dynamics patients brought to discuss at the service unless she was on site!! And didn't even seem to think that ""people to people"" issues are not are areas they work on!! She asserted that they deal with ""trauma cases"". I wonder what ""traumas""? Breaking a leg skiing!! Or looking down when rock climbing!!
Very strange comment.
The building itself was dingy-typical of old mental institutions. It was drably decorated and clinical/devoid of pleasantness in its outlook. If you weren't low in spirits before you went to St Annes House, you would be by the time you had been in there for any length of time.
I notice on their website there is no information about the  level of Equality nor Diversity of the staff nor cases taken on/rejected. Hardly ""transparent"".
A series of ""declarations"" (ie policy statement) hardly gives any real idea of what this organisation is in relation to E&Diversity in reality.
As a consequence, I have had to submit a FOI request to obtain the information in relation to people referred and people subsequently offered a service. Poor.",433,-0.9105,neg,neg
8790,xn,Couldn't be improved,Nothing to improve,No,0,-0.296,neg,neu
8836,xn,Couldn't be improved,Nothing to improve,No,0,-0.296,neg,neu
10996,cr,Care received,Rules/approach to care,I helped show the judges round our garden for the Sense of Community Award. I was very nervous but in the end I said I would do it. It was a distraction for me as I hadn’t been out of my room for a year and it was two years since I’d been in the garden. I didn’t feel anxious and the staff very supportive. I received a certificate of “outstanding contribution”,71,-0.2748,neg,pos
1866,ce,Care received,Emotional care,"It has given me a better understanding of my mental health condition, and I feel I am better prepared for it now.",21,0.7717,pos,pos
3163,cc,Care received,Care received,Extremely pleased wIth programme.  The staff were very helpful and professIonal.,11,0.742,pos,pos
3818,cc,Care received,Care received,"it is very Good. parents Good, confidence and encouragement",8,0.9097,pos,pos
1743,cm,Care received,Medication ,"Vaccinations, nurses, doctors",2,0,neu,neu
8808,xn,Couldn't be improved,Nothing to improve,No,0,-0.296,neg,neu
6236,cc,Care received,Care received,"Caring, thoughtful staff",2,0.7003,pos,pos
3499,cs,Care received,Advice and support,I am more than satIsfIed wIth the help and support you have provIded.,12,0.8166,pos,pos
6357,sa,Staff,Attitude Of Staff,"Everyone was friendly and caring. They showed empathy and kindness, which is what was needed today.",15,0.8555,pos,pos
9905,xn,Couldn't be improved,Nothing to improve,"Nothing, you were brilliant.",3,-0.4717,neg,pos
6868,ml,Communication,Listening,"Listen, listeners, listening, lot of people who are seemingly doing the 3 L above don’t. I found i would ask a question, that was ignored they were just thinking of theIr next question time and time again, I would for once love a straight answer, also lack of the left hand not knowing what the right hands doing",57,0.6908,pos,neu
885,cc,Care received,Care received,Need to take into account more than just one theory in my diagnosis.,12,0,neu,neu
8811,xn,Couldn't be improved,Nothing to improve,No,0,-0.296,neg,neu
7272,cc,Care received,Care received,Really good service.,2,0.4927,pos,pos
12136,wa,Access,Time spent waiting for first appt/referral/service,"I saw first specialist last August after GP referred me May/June. She said she was referring me to Nottingham City Autism Service (as per the procedure). In February I learned that the referral had not been made and that I had somehow 'slipped through the net'. By this point Corona was on the horizon.  
I eventually got a phone consultation with Notts specialist 2 weeks ago. She informed me what a complex procedure diagnosis is and that due to Corona I am now looking at another year to full diagnosis.  
She did say she would send me details of support groups to help with anxiety the waiting is causing.  
Yesterday I received this. But one of the services is for 'people who identify as female'. I had specifically said in my consultation that I'm non binary. So not very helpful. The other service says it's for people with a diagnosis. So no idea if they will accept me.  
Just went on to the online survey and in gender options it only gives M / F or 'prefer not to say'. I was forced to tick 3rd option, as if I'm ashamed of my non binary status. Which is not the case at all.  
To be fair the actual consultation was ok and I should give a shout out to Dr Maliks secretary at Milbrook because she did try to push things through for me quickly when we realised I'd got missed.  
But there are issues with how this service is caring for diverse gender identities.  
Last thing - I have been given an appointment back at Milbrook in December, but I'm told this is not at all related to my diagnosis. So what is the point? Surely they should give that slot to someone waiting for 1st referral?",304,0.2736,pos,pos
9307,xn,Couldn't be improved,Nothing to improve,Nothing,0,0,neu,neu
2792,ss,Staff,Staff: General,"AppoIntment on tIme, FrIendly staff.  Felt lIke we were movIng forward.",11,0.6908,pos,pos
6109,sa,Staff,Attitude Of Staff,Attentive and no waiting,3,-0.296,neg,pos
10686,tx,Transition/coordination,Transition And Discharge,"My partner was diagnosed with terminal lung cancer December 2016, given a prognosis of 6 to 8 months without treatment and was put on palliative care.  
The district nurse visited February 2017 and we were told that she would phone monthly if visits were not required. Monthly calls were not received.  
The treatment went well, and help was not needed until this week,February 2018 and on calling the community nursing service I found out that he had been discharged from care in August 2017.  
This had not been communicated to us and I do not believe that decisions should be made about patient care without communication with the patient.  
We feel abandoned.",115,0.7184,pos,neg
790,mm,Communication,Communication,Text message the appointment the day before in case I forget. ,11,-0.2263,neg,pos
8300,xe,Miscellaneous,Everything was good/bad,Everything well at the moment,4,0.2732,pos,pos
5570,cc,Care received,Care received,Very informative and helpful,3,0.4703,pos,pos
5723,mi,Communication,Amount/clarity of information,"We had no idea how to order urostomy bags or what size to use, my husband went to two different hospitals late evening to find some, we did not know about a blocked tube, or what to do if that happened which it did. Also never measured for anti-embolism stockings. ( this did happen over the xmas period) but we were always treated with respect and kindness.",66,0.8384,pos,pos
12205,aa,Access,General,"Due to the virus I was unable to attend the sessions face to face, I suffer with COPD and I was waiting to attend the pulmonary rehab classes. As their service changed, I was offered different methods of support, due to my age I chose to do the home based exercise programme, which included written details of exercises and telephone support from the team.  
the service was wonderful, it helped me and I felt I had achieved something",78,0.6808,pos,pos
10663,cs,Care received,Advice and support,"I have recently had an admission to Redwood 2. It was here that I had the privilege of meeting the OT team. These professionals helped me on my road to recovery with there dedicated help, support and encouragment.
In particular my thanks go out to a member of staff who taught me the art of relaxation. I can't wait to be on that beach and walk to the lagoon for real, which now after your help I know I can do.
Thankyou does not seem enough to say to you all.
I am now longer in what for my family and I can only be described as an 18 month nightmare. I'm now looking forward to giving something back if I can as a service user.",122,0.9652,pos,pos
3185,cc,Care received,Care received,FantastIc,0,0.5574,pos,pos
7146,xn,Couldn't be improved,Nothing to improve,Nothing serious and staff were first class.  Thank you all,10,0.4063,pos,pos
5066,sa,Staff,Attitude Of Staff,The nurse was very kind and sympathetic and gave me confidence about future care.,13,0.9294,pos,pos
9271,xn,Couldn't be improved,Nothing to improve,Nothing,0,0,neu,nue
7917,ss,Staff,Staff: General,"Wonderful staff, brilliant ppl skills",4,0.8176,pos,pos
8510,cc,Care received,Care received,I had to wait a while to be seen but I think that was due to staffing.,16,0,neu,neu
1787,cs,Care received,Advice and support,"Explanations given by the DESMOND team re: my type 2 diabetes, as to how to change my lifestyle habits around eating and exercise.",22,0,neu,neu
4431,sa,Staff,Attitude Of Staff,My psychologist was very nice and friendly.,6,0.762,pos,pos
